Title,Win,Oscar,Prod Budget,Gross Domestic,Release Date
Spider-Man 2,0,0,200000000,373585825,"June 30, 2004"
Quantum of Solace,0,0,200000000,168368427,"November 14, 2008"
King Kong,0,0,207000000,218080025,"December 14, 2005"
Battleship,0,0,209000000,65422625,"May 18, 2012"
The Lone Ranger,0,0,215000000,89302115,"July 3, 2013"
Marvel's The Avengers,0,0,220000000,623357910,"May 4, 2012"
Tarnation,0,0,220000000,592014,"October 6, 2004"
MIB 3,0,0,225000000,179020854,"May 25, 2012"
Man of Steel,0,0,225000000,291045518,"June 14, 2013"
The Amazing Spider-Man,0,0,230000000,262030663,"July 3, 2012"
John Carter,0,0,250000000,73078100,"March 9, 2012"
The Dark Knight Rises,0,0,250000000,448139099,"July 20, 2012"
Spider-Man 3,0,0,258000000,336530303,"May 4, 2007"
Tangled,0,0,260000000,200821936,"November 24, 2010"
Superman Returns,0,0,270000000,200081192,"June 28, 2006"
My Date with Drew,0,0,1100000000,181041,"August 5, 2005"
Skinless,0,0,2000000000,400,"March 8, 2014"
The Reception,0,0,5000000000,18389,"July 15, 2005"
Following,0,0,6000000000,48482,"April 2, 1999"
Primer,0,0,7000000000,424760,"October 8, 2004"
Paranormal Activity,0,0,15000000000,107918810,"September 25, 2009"
Breaking Upwards,0,0,15000000000,77389,"April 2, 2010"
Redneck Carnage,0,0,20000000000,706,"October 29, 2011"
Down Terrace,0,0,30000000000,9812,"October 15, 2010"
The Exploding Girl,0,0,40000000000,25572,"March 12, 2010"
Osama,0,0,46000000000,1270904,"February 6, 2004"
Going Under,0,0,50000000000,3917,"June 15, 2006"
Issues,0,0,50000000000,783,"October 6, 2006"
The Blair Witch Project,0,0,60000000000,140539099,"July 16, 1999"
Super Size Me,0,0,65000000000,11536423,"May 7, 2004"
The Gallows,0,0,100000000000,22764410,"July 10, 2015"
Facing the Giants,0,0,100000000000,10178331,"September 29, 2006"
The Tunnel (2011),0,0,135000000000,1532,"August 5, 2011"
Once,0,0,150000000000,9439923,"May 16, 2007"
The Calling,0,0,160000000000,6092,"October 10, 2003"
Malevolence,0,0,200000000000,127287,"September 10, 2004"
Middle of Nowhere (2012),0,0,200000000000,236806,"October 12, 2012"
Dahmer,0,0,250000000000,144008,"June 21, 2002"
FAQs,0,0,250000000000,1967,"February 3, 2006"
Better Luck Tomorrow,0,0,250000000000,3802390,"April 11, 2003"
Fighting Tommy Riley,0,0,300000000000,10514,"May 6, 2005"
Pieces of April,0,0,300000000000,2528664,"October 17, 2003"
First Morning,0,0,300000000000,87264,"July 15, 2005"
Royal Kill,0,0,350000000000,50090,"April 10, 2009"
Napoleon Dynamite,0,0,400000000000,44540956,"June 11, 2004"
Unidentified,0,0,400000000000,224099,"April 28, 2006"
The Home Teachers,0,0,425000000000,203917,"January 9, 2004"
The Dogwalker (2002),0,0,425000000000,7420,"September 13, 2002"
A Long Way Off,0,0,500000000000,30104,"May 16, 2014"
Fireproof,0,0,500000000000,33456317,"September 26, 2008"
Open Water,0,0,500000000000,30610863,"August 6, 2004"
Monsters,0,0,500000000000,237301,"October 29, 2010"
To Save a Life,0,0,500000000000,3777210,"January 22, 2010"
The Great New Wonderful,0,0,500000000000,150142,"June 23, 2006"
Mercy Streets,0,0,600000000000,173599,"October 31, 2000"
Water & Power,0,0,600000000000,82312,"May 2, 2014"
Dope,0,0,700000000000,17506470,"June 19, 2015"
Fat Kid Rules the World,0,0,750000000000,41457,"October 5, 2012"
Bigger Than the Sky,0,0,750000000000,21398,"February 18, 2005"
Saints and Soldiers,0,0,780000000000,1310470,"August 6, 2004"
Deterrence,0,0,800000000000,145071,"March 10, 2000"
Time Changer,0,0,825000000000,1285167,"October 25, 2002"
Keane,0,0,850000000000,33256,"September 9, 2005"
Cry Wolf,0,0,1000000000000,10047674,"September 16, 2005"
Unfriended,0,0,1000000000000,32482090,"April 17, 2015"
Church Ball,0,0,1000000000000,464991,"March 17, 2006"
The Devil Inside,0,0,1000000000000,53261944,"January 6, 2012"
New Suit,0,0,1000000000000,71743,"May 2, 2003"
Camp X-Ray,0,0,1000000000000,13302,"October 17, 2014"
Kissing Jessica Stein,0,0,1000000000000,7025722,"March 13, 2002"
Blue Valentine,0,0,1000000000000,9706328,"December 29, 2010"
Italian for Beginners,0,0,1000000000000,4544753,"January 18, 2002"
The Future,0,0,1000000000000,568662,"July 29, 2011"
Ajami,0,0,1000000000000,622403,"February 3, 2010"
Circumstance,0,0,1000000000000,454121,"August 26, 2011"
Sweet Land,0,0,1000000000000,1706325,"October 13, 2006"
Panic,0,0,1000000000000,779137,"December 1, 2000"
